Command: /home/users9/ma747863/526LSP22/Lab9/./simv -l lab9.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 21 21:46 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
0: clk: 0, rst_n: 1, wr_en: 0, rd_en: 0, data_in: 0, data_out: x, count: x, empty: x, almostEmpty: x, full: x, almostFull: x, overflow: x, underflow: x, valid: x
1350: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 135, data_out: 96, count: 21, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1355: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 135, data_out: 96, count: 22, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1360: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 136, data_out: 96, count: 22, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1365: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 136, data_out: 96, count: 23, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1370: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 137, data_out: 96, count: 23, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1375: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 137, data_out: 96, count: 24, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1380: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 138, data_out: 96, count: 24, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1385: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 138, data_out: 96, count: 25, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1390: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 139, data_out: 96, count: 25, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1395: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 139, data_out: 96, count: 26, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1400: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 140, data_out: 96, count: 26, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1405: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 140, data_out: 96, count: 27, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1410: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 141, data_out: 96, count: 27, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1415: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 141, data_out: 96, count: 28, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1420: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 142, data_out: 96, count: 28, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1425: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 142, data_out: 96, count: 29, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
almostFul Flag
1430: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 143, data_out: 96, count: 29, empty: 0, almostEmpty: 0, full: 0, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1435: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 143, data_out: 96, count: 30, empty: 0, almostEmpty: 0, full: 0, almostFull: 1, overflow: 0, underflow: 1, valid: 0
1440: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 144, data_out: 96, count: 30, empty: 0, almostEmpty: 0, full: 0, almostFull: 1, overflow: 0, underflow: 1, valid: 0
1445: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 144, data_out: 96, count: 31, empty: 0, almostEmpty: 0, full: 0, almostFull: 1, overflow: 0, underflow: 1, valid: 0
Full Flag
1450: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 145, data_out: 96, count: 31, empty: 0, almostEmpty: 0, full: 0, almostFull: 1, overflow: 0, underflow: 1, valid: 0
1455: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 145, data_out: 96, count: 32, empty: 0, almostEmpty: 0, full: 1, almostFull: 0, overflow: 0, underflow: 1, valid: 0
Overflow Flag
1460: clk: 0, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 146, data_out: 96, count: 32, empty: 0, almostEmpty: 0, full: 1, almostFull: 0, overflow: 0, underflow: 1, valid: 0
1465: clk: 1, rst_n: 0, wr_en: 1, rd_en: 0, data_in: 146, data_out: 96, count: 32, empty: 0, almostEmpty: 0, full: 1, almostFull: 0, overflow: 1, underflow: 1, valid: 0
$finish called from file "fifo_tb.v", line 133.
$finish at simulation time                14700
           V C S   S i m u l a t i o n   R e p o r t 
Time: 1470000 ps
CPU Time:      0.220 seconds;       Data structure size:   0.0Mb
Sat May 21 21:46:59 2022
